metabolite,confidence,4399_20,4582_20,4582_22,4606_20,4625_20,4625_23,4660_20,4672_20,4686_20,4399_22,4606_23,4660_22,4672_23,4686_23,4333_20,4333_23,4575_20,4583_20,4626_20,4646_20,4666_20,4692_20,4583_22,4626_23,4646_23,4336_20,4579_20,4579_23,4584_20,4584_23,4611_20,4647_20,4668_20,4693_20,4336_23,4611_23,4647_22,4668_22,4693_22,4325_20,4325_23,4393_20,4393_23,4398_20,4502_20,4502_23,4556_20,4556_23,4563_20,4563_23,4605_20,4655_20,4658_20,4670_20,4678_20,4678_23,4679_20,4682_20,4398_22,4605_22,4655_23,4670_23,4679_22,4682_23
[FA (13:0/2:0)] Tridecanedioic acid,5,29521.5957,16972.20508,19117.12305,13410.40918,28465.6582,24805.55859,17852.55859,20937.0957,10699.99121,29929.84375,5151.904297,8982.046875,6254.330078,4035.587891,18330.03906,5945.977539,21277.52734,17315.3125,8185.025879,12757.68945,12250.55762,10478.38281,17016.125,8397.941406,6487.510742,107826.5859,18713.20117,16801.40039,12086.41504,15576.93457,14701.24219,27101.82227,4051.151367,5638.541992,12973.38379,15972.59863,12698.91992,3437.653809,9970.575195,12561.56543,7903.713379,6627.971191,12209.94043,19480.57227,5746.645996,20604.54883,14210.33789,6460.483398,15061.11328,16641.2832,13086.20996,4871.979004,13307.62012,11544.2832,17180.28516,12299.45117,2994.958984,19001.02734,9614.03125,8045.980469,13133.64355,5427.027832,4265.016113,8358.706055
"[FA (14:1/2:0)] 13-tetradecen-2,4-diyn-1-ol",5,21513.81836,14426.6084,14398.0127,5494.064941,16558.90039,27112.84961,9625.355469,16436.66797,29317.90625,5547.359863,6429.660645,5370.644043,4623.500977,4759.835938,10470.72363,12121.0957,8782.897461,10901.12305,8059.865234,11296.42676,24937.44336,10363.69043,5807.632324,5750.105469,4780.239258,7614.887695,8769.365234,15804.7334,9856.155273,12590.27344,11099.42285,12373.43262,12182.9502,8714.705078,5730.875488,6243.942383,6553.326172,2965.744385,10144.30762,10128.12402,14596.7207,7738.784668,17239.58203,16804.81641,10277.01367,25067.76172,15955.44824,11866.26953,8261.195313,20215.88281,14187.85938,9006.319336,12368.73828,26092.08008,13487.43457,11728.15918,5364.206055,10331.79785,5476.819336,6126.885254,5412.703613,5004.447754,4960.713867,6062.272461
"[FA (14:2)] 5,8-tetradecadienoic acid",5,200433.9531,223209.7344,126365.0469,94756.47656,141265.5,96435.00781,78464.72656,88417.51563,236123.1406,52009.32813,36859.16406,36696.13281,70371.15625,35652.82813,69719.51563,38014.07813,66874.59375,58225.45313,103654.6641,155175.8594,232722.9375,126187.8516,53047.25781,101392.4453,66483.89844,108508.1953,62171.30859,70077.53125,118605.0234,139038.2969,99334.25,137845.9531,45793.63672,24589.92383,96269.05469,127344.9375,156101.1719,35511.88672,85984.70313,61683.71875,42898.23438,116496.4453,130019.125,171663.9219,81445.35156,155273.5469,202919.9688,79015.32031,98986.125,88370.98438,97951.92188,73813.82031,101535.2344,132699.1406,107454.3516,76020.11719,70271.95313,135817.7188,81353.89063,67742.38281,81149.08594,100813.1563,60958.69531,68477.85938
[FA (16:0)] N-hexadecanoyl-taurine,7,31965.66016,30610.51367,33859.67188,14378.44141,28311.19336,30627.45703,29064.36523,21508.5293,35817.16016,39757.41797,31798.70898,53468.80859,57727.12891,42019.04688,0,11441.17578,19896.98242,19303.78906,20328.25977,26489.62695,19349.66406,31028.83594,28799.32813,48292.26172,82423.77344,16663.06836,15144.67188,22557.08789,18923.99023,41088.76953,23750.30078,17670.15625,13389.27051,4309.675293,44865.77734,65739.25781,68684.82813,30097.2832,53627.07813,26015.34766,21841.38672,16804.10352,30919.37109,31074.75,12781.24121,57542.14063,35096.00781,27923.6875,24804.72852,22144.22266,39284.66406,17647.39453,27089.63867,23260.39258,14503.21484,19532.17188,33185.41016,14129.93164,46224.92969,102792.7656,65926.01563,78816.90625,56427.3125,63986.81641
[FA (16:0/2:0)] Hexadecanedioic acid,7,23745.08594,18525.01953,46300.14453,38314.88672,30181.51758,49289.24609,30111.22852,34902.30859,31020.7832,13927.61328,19449.31445,17401.2207,21597.30273,9888.661133,23635.94531,15260.18652,35667.72266,26630.81055,29229.33398,16450.56055,17618.46289,27985.42773,13962.08301,20227.42578,26635.62109,63349.89844,22692.8418,25395.50586,20671.0293,35562.57813,34856.37109,27044.05273,17127.34375,18607.6582,30041.54883,30032.85547,37191.41016,5909.308105,26481.63477,34685.48438,47592.77734,21001.89648,32607.32422,19365.7832,11196.96875,29320.30078,25712.63086,29631.75391,21444.51172,21489.89258,37126.65234,8369.634766,30935.62891,25915.82813,29612.33984,24689.9707,15685.91699,44664.19141,17554.56055,30045.58789,19029.99805,40246.79297,22809.42188,25164.26563
"[FA (16:2)] 9,12-hexadecadienoic acid",7,599027.375,635943,303738.1875,450430.375,322575.375,139510.4219,233417.0313,544559.6875,449216.375,171891,109928.8906,150966.5469,150639.1406,82792.36719,210026.4219,83955.53125,340947.8438,164148.7813,558980.875,477192.7813,441220.9375,316352.0625,189314.5,313840.3438,189046.9219,431423.5,294990.1563,274280.5313,308711.4688,303847,253908.9375,404763.5625,268562.0313,107752.1719,356814.375,465199.2813,638782.875,141445.9531,276008.875,162927.875,108302.8047,306448.1563,270437.9375,337123.625,189496.3125,348967.2813,485452.5,110532.7266,380673.4063,151138.3281,219289.4688,357882.2188,154821.2344,465249.2813,386849.4375,204931.4063,210161.4375,248116.625,175898.25,247506.625,196945.5781,254038.375,116854.1406,171391.5
[FA (17:0)] heptadecanoic acid,5,544282.8125,603723.6875,678693.625,602786.8125,1228809,514969.7813,1137839.875,881116.0625,883282.6875,346148.5313,415341.375,795817.5,494161.1875,329114.2813,597743.6875,211968.1875,515524.1563,551146.5625,524239.0313,957225.25,895589.3125,769072.5,409345.5625,375306.3438,355309.5,849369.125,759681.3125,493437.7813,566550.1875,481938,941122.625,575667.75,308055.8125,332902.7813,696393.5,1142933,579493.5625,370045.9688,545094.3125,427901.9688,264828.75,380826.9688,346271.2813,736812,340817.2188,693800.75,618268.4375,312754.4375,788352.75,251214.2031,575816.25,532046.25,616136.5625,545252.125,700779.875,296089.4688,1655449,551045.6875,775312.4375,611760.25,602597.25,569959.5625,662992.9375,474666.125
"[FA (17:2)] 10E,16-heptadecadien-8-ynoic acid",7,0,0,165613.1563,5917.416016,6376.544922,30228.34961,4996.160645,20104.37305,0,73117.875,11035.84863,10092.25,94077.97656,32579.58008,0,66579.41406,10833.74316,20004.10156,10444.32324,5545.772461,0,5871.285645,126776.7266,59717.33594,28101.17969,26302.62695,4780.325195,58986.14063,0,186119.0938,4461.741699,0,0,0,24378.52539,112082.8438,20134.60352,52588.16016,25908.77539,21299.66797,72028.64844,0,28284.68945,5238.472656,0,126538.4766,4474.183105,33928.37109,0,0,0,9088.980469,7138.084961,0,6121.900391,68979.53125,0,7829.094727,48284.84766,40500.57422,69726.60156,54628.96484,77424.5625,58439.61719
[FA (18:0)] N-(9Z-octadecenoyl)-taurine,5,98994.75,202939.9219,127438.3125,26578.55469,103710.5391,109327.1563,74845.16406,86466.67969,122038.6094,86944.75781,63715.24609,89831.44531,127909.8281,74482.74219,30119.74023,18694.13281,43852.20703,47066.57422,70490.85938,123341.3516,84492.46875,135304.5625,75450.82813,112253.5859,129797.3438,43560.92188,34919.34766,64362.21094,47383.08203,69397.91406,100435.2734,94446.64063,36491.98438,12099.1377,77243.25781,110762.0859,169689.375,69871.71875,91803.23438,89998.92969,44058.78906,94883.44531,106634.4531,98229.125,48583.49609,209078.0938,158989.2031,92274.35938,52921.19922,68260.04688,78260.71094,57510.16016,39882.96875,113179.2266,57791.91406,59030.18359,85166.39063,39963.23047,84726.72656,151705.3125,123995.6406,162089.8125,99314.89063,133251.0313
[FA (18:0)] N-octadecanoyl-taurine,5,21700.86914,22798.59961,31644.43945,14237.49609,24180.44727,29814.90039,14553.54102,19906.14648,20909.18945,25105.08984,23033.55469,26128.59766,38423.62109,22043.16602,13648.96289,10138.30859,10292.65234,15486.40527,17453.31641,13627.78125,22861.61328,29878.69141,20253.56055,29723.73828,36269.89453,8008.806152,13651.2959,22860.86328,23573.90625,28336.77539,24312.94531,18162.93945,9063.774414,9553.206055,25801.77539,49727.94141,38388.13672,25794.11523,37129.10547,28226.43555,15757.27051,16112.78516,24271.1543,24172.28516,15314.24512,42600.72266,24314.46289,19170.98438,18825.39063,21468.5332,24152.89258,13333.0166,12867.40625,29328.05664,18563.31055,13228.58301,18101.63672,11243.29199,28958.83398,43481.58984,37945.08594,36000.99219,27664.22852,41646.90625
[FA (18:1)] 9Z-octadecenoic acid,5,80903520,75674016,59069464,46815428,50163072,40450492,44214068,54753652,58853300,15332265,14432800,29033450,20085496,12114809,27065180,11893997,27199218,22882402,41664128,64692000,56898104,48143156,21886464,26230450,20145514,39728772,32352546,43505908,36173968,40123348,34103860,44304532,26583080,16557822,42884804,58996080,56676552,15209188,24123504,18229026,22363050,40328952,32549994,43671256,30941726,56117524,53061404,18253304,39023976,15737456,30283856,36426048,26810736,52226308,42930008,27060788,54073800,49053436,29680132,34973340,24258120,25111184,20312346,18698746
"[FA (18:2)] 9,12-octadecadienal",7,19106.92383,13822.42969,15328.76074,16211.10059,23554.79492,20001.61133,17689.12891,25663.125,15208.07031,7089.924316,11019.74219,9571.072266,12062.9834,8163.786621,18315.10156,9283.106445,18937.4375,11896.42676,29477.57227,18822.16602,24972.64453,6276.803223,4637.105469,8541.036133,13540.58887,22367.86523,31351.21875,14273.7998,10990.28809,9649.861328,15810.13086,12621.58398,12999.22754,11648.81152,17539.92383,15057.5459,10841.08887,7793.539063,10909.90137,17926.06445,10284.07324,9755.75293,12378.38867,17982.99023,10155.20801,13457.75977,13206.39258,13582.45605,12420.05664,9530.96875,12340.67285,12504.75,17663.42188,17164.50195,18711.16016,19958.69531,27959.12109,19792.63867,19979.45508,14508.68457,12512.18359,11801.52734,6702.351563,12770.5498
"[FA (18:2)] 9S-hydroperoxy-10E,12Z-octadecadienoic acid",7,80192.53125,81022.86719,113366.0781,198452.5313,86570.71094,125188.6875,83080.85938,120804.0625,59937.20313,31594.25,23845.76172,79772.85156,53156.97656,48733.3125,74773.67969,48485.62891,126802.9766,55180.83594,118267.7031,54034.96094,112640.9688,500731.8125,283181.0625,40487.45703,40430.27344,114551.5859,51705.48047,74304.92969,45592.51953,92115.64063,69915.3125,95585.72656,45614.24609,29154.17969,42979.09766,52448.23438,73742.91406,16878.32617,37206.13672,116547.375,104301.9531,55246.26953,89989.25,60703.30859,22725.58398,55038.01563,89170.27344,71658.90625,64669.58203,46022.01953,51801.59766,60321.66797,77475.71094,69941.41406,78628.60938,102067.7891,72905.34375,202195.4219,43118.35938,52293.81641,42925.48047,74152.75,225722.2031,40832.53125
"[FA (18:3)] 13S-hydroperoxy-9Z,11E,14Z-octadecatrienoic acid",5,52121.75391,76362.57031,52700.67578,57427.47656,47255.10547,51380.15625,21713.30469,26275.62695,22176.39453,17388.91992,9979.283203,48192.82031,29418.15039,38963.84375,33773.01563,28399.2832,35242.10156,17361.44141,29810.01953,33116.85156,49720.05469,161391.1406,117873.4375,24828.48047,20780.60156,38889.41797,17541.33594,33934.80469,30236.2793,91937.65625,20139.625,29995.43555,17913.48047,11204.39063,25922.66992,38926.14453,44447.70313,16472.40039,23053.82422,32066.5,55651.74219,49236.58203,34239.14453,37915.53125,21991.9707,47628.75391,50795.08984,22595.42969,34957.01953,35387.23047,22211.82617,25563.29297,24809.4082,55524.17969,47823.61719,44170.99219,22433.72461,79180.92188,22432.86328,27716.77539,19949.35742,46882.72656,120413.1406,16450.77539
"[FA (18:3)] 9Z,12Z,15Z-octadecatrienoic acid",7,1551524,2973168.25,3031462.75,1928017.25,3131819,6750610.5,752855.3125,860027.4375,2291341.25,550503.625,877525.75,461973,1305754,304312.7188,3646589.5,3280907.25,3013790,3727309,2451406.5,792026.375,3849053.25,986555.1875,719007.875,829898.6875,1255877.5,1286057.875,1493557.125,3137376,4954819.5,3628763.25,2161663.5,4447593,4823958.5,2731964,1113011.125,1187745.875,607598.3125,862812.125,1344136.875,785042.875,3764506.25,2061891.25,1679668.25,1012883.875,1431832.375,1698488.625,841753.625,1723382.25,1733623.75,1271026.5,4095069,2595144.5,1572299.375,1267232.25,1494559.625,1819231.5,972964.25,1673740,932324.8125,1202973.125,1375009.75,806282.625,360248.7813,894839.375
"[FA (18:4)] 6Z,9Z,12Z,15Z-octadecatetraenoic acid",7,89571.82813,0,122344.8203,79050.86719,93871.46875,69394.40625,150410.625,44273.25,92429.96094,31032.8125,35434.90234,52473.4375,24975.2168,31148.98828,57256.59766,23513.15039,44246.90234,54684.67578,68548.57031,137802.0313,153211.9844,115670.4922,25788.15039,63837.54297,57085.12891,183766.1563,53048.33984,38177.17188,66453.51563,56560.89844,62020.79688,48074.86719,91935.67969,22002.75,88874.60156,193996.7031,96142.38281,27854.29297,45438.33594,40106.75,48090.57422,44933.82031,67352.33594,167797.6563,42164.11719,83471.10938,95686.01563,22796.72852,0,47235.94531,47527.32813,55058.77344,77097.30469,47653.27344,131587.4688,80071.67969,0,82754.23438,43154.90625,87540.17969,41461.65625,65110.53516,21657.90234,36483.875
[FA (20:0)] 11Z-eicosenoic acid,8,708505.3125,469999.375,799739.25,273896.9063,752932.5625,888237.8125,324602.375,509851.7188,730269,229064.2969,199615.7188,417948.9375,252999.5781,205121.9531,144511.875,195097.9063,215778.7969,190633.5625,242334.8125,545703.8125,510369.5313,301395.375,224188.5625,256974.4063,351976.0625,243064.8906,259075.6094,703294.25,242772.3281,384177.8125,427167,273987.5313,161862.2344,104099.6016,364187.7188,867113.5625,990676.125,219081.1406,259993.25,170134.2813,404324.5625,299626.7813,472054.625,342974.9688,175805.5625,828418.1875,373017,317657.7188,294066.6875,322108.5313,291851.875,216844.3438,300247.8125,662165.5,278139.7188,292379.5313,790455.5625,399871.1563,369448.0313,272230.375,255678.2344,303564.4375,234584.75,296463.375
[FA (20:0)] eicosanoic acid,8,692768.25,350532.0625,560648,337173.8438,780013.4375,761691.6875,333275.5625,471235.1875,611691.8125,169832.75,161848.0156,174706.875,161659.8281,87610.78125,326005.5313,205792.6406,311870.4063,390716.0625,370020.2188,280190.0938,487610.3438,261783.4688,158079.8438,202808.3438,149073.6719,306934.1875,345010.875,258363.25,290056.6875,460261.4375,474339.5,340420.0313,242273.1094,225622.7031,236266.2031,280351.0313,213209.1875,135843.125,183062.875,281096.5,357797.1563,418737.0625,624033.6875,336750.9375,156278.0938,477894.9063,374623.9063,505332.7813,466827.125,301536.0938,472905.75,419687.3125,449558.4375,584707.25,402926.0625,286907.9688,523000.1563,416277.2188,192611.4375,141003.1719,166965.7969,199148.2813,131426.3594,260000.4219
[FA (20:0/2:0)] Eicosanedioic acid,5,10168.85156,10147.89648,10319.03809,9998.394531,11653.97949,9484.610352,9812.397461,9773.068359,8643.995117,8152.394531,6781.400879,5927.125977,6782.568359,5563.827148,11033.80762,6618.683594,12255.59473,7074.304199,10850,9481.548828,9604.741211,5914.213379,0,9922.475586,6634.664063,17142.61719,8471.975586,9002.234375,8123.503418,13986.46973,9065.844727,9476.631836,6464.344727,0,9375.495117,10375.37012,9393.81543,6895.827148,12104.24414,12707.19141,11247.10352,0,10199.81348,12847.05371,5631.592773,8308.670898,12079.26758,11286.56738,13457.49707,11691.71094,12559.3457,9375.693359,13463.83789,9209.303711,12783.65918,12009.57031,8745.65918,10264.24414,7504.584473,10875.71191,9542.5,8967.75293,6264.760254,9682.84375
"[FA (20:4)] 5Z,8Z,11Z,14Z-eicosatetraenoic acid",6,5214963,4354151,5167161.5,6370822.5,4137516.25,3294384.75,6224293.5,6996539,7608153.5,4676716.5,2240935.25,5687769.5,4260623.5,2377121,5743096.5,1572173.875,3717083,3899238.25,4482309,5523865,6678892,8045581.5,5434034.5,4814023,4585194.5,3261219.5,5396295.5,2257581,7056925,6364692.5,5343737,7219489.5,3457790.25,3450699,3943497.25,4187521.75,5843210.5,3198340.75,4857575.5,4031439.5,2412709.25,2716303.25,4567966,6999490,2494936.5,4973801,5804726.5,2371039.25,5987466.5,2410360,4588941,5159906.5,5639311,4238534.5,8415800,5147286.5,3812156.75,9677354,5578873,7029045.5,6527185,6983895.5,5129218,5235519.5
"[FA (20:4)] N-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-D-serine",7,0,0,0,0,0,32501.67578,0,0,0,25390.85547,0,0,32020.34766,55166.70703,0,0,0,0,0,0,0,0,23406.59766,39634.20313,69870.39844,0,0,0,0,0,0,0,0,0,39406.29688,32435.49805,37434.44531,22531.69922,48182.10156,0,0,0,0,0,0,0,0,0,0,26468.49805,0,0,19325.37891,0,0,26737.33398,0,0,48981.81641,31785.28906,35977.9375,56597.96094,0,56032.78906
"[FA (20:5)] N-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-ethanolamine",7,386159.4063,242534.0625,536750.75,890923.8125,242068.3438,206244.2344,976868.5,637098.9375,515729.7188,751895.9375,249118.5625,677942.1875,404568.6875,434879.6875,471702.6875,285680.1875,647496.875,721036.625,348775.5625,491662.75,484599.0313,996725.875,430500.5313,551679.1875,518245.625,254956.1875,425051.3125,120213.4453,841001.8125,534579.75,505892.1563,724436.9375,272988.5625,506589.625,579274.0625,477881.3438,678776.4375,626148.9375,603022,537036.75,196159.7969,488511.0938,824150.75,1098831.625,669457.5,763739.375,787791.3125,385898.375,1641421.125,601858.4375,462188.1875,733641.875,750617,536008.625,810833.875,822869.5625,431999.3438,595122,801167.6875,672924,1398835,1164416.25,395617.2813,705323.375
"[FA (22:4)] 7Z,10Z,13Z,16Z-docosatetraenoic acid",6,257609.5156,325411,214682.8594,362101.4063,320521.9375,239166.7969,286866.4375,258391.2188,401947.3438,274620.6563,158483.0938,305599.1563,304363.6875,105835.4609,289617.625,116894.4609,125851.8672,258606.25,304955.9688,503694.0313,255691.7656,380222.5,329899.2813,383081.4375,335220.0625,255101.1406,309830.625,206935.1875,301451.0313,280995.9063,247120.7656,447148.9688,153580.2813,186487.75,503218.0313,295945.9063,707925.4375,237081.7813,627210.625,116016.7344,101512.0234,107025.4141,189136.8594,238935.6875,170724.75,310499.8125,276793,99559.28125,274343.75,91755.72656,165871.875,174042.0313,215621.5938,256950.2188,296147.875,258008.6563,240858.2969,379833.0938,402541.4688,455861.4688,441996.8125,434506.5313,341030.625,302246.9375
[FA (23:0)] tricosanoic acid,5,50452.26172,26585.71289,63037.26953,14682.84375,41122.08594,85489.95313,20262.73242,20477.65039,53486.4375,13051.34082,11690.88477,9192.300781,17292.01367,7734.25,21632.03516,21137.6543,22934.9043,36813.36719,23229.44727,18347.56641,35656.20313,16680.12109,13066.62793,13467.94043,12366.04102,16108.75488,18401.40625,25754.125,25934.44922,44323.37109,31399.31836,33157.16406,26998.99414,24905.89258,12876.875,18196.73438,17129.00586,15123.02734,14424.41406,24138.83203,56153.73828,42991.98438,54956.06641,27850.49414,7949.492676,49101.66797,18423.07617,64181.31641,38853.9375,27295.88281,51331.46875,34072.91797,28293.32227,36347.875,32748.20703,25752.50977,12806.66992,16315.46973,14151.75391,8411.545898,14653.16797,20860.46875,7661.010742,12403.14844
[FA (23:0/2:0)] Tricosanedioic acid,5,92773.50781,67100.60938,96147.11719,65036.40625,114015.3516,84367.27344,80789.82813,80735.61719,85038.77344,94773.75781,28653.58594,42110.59375,32406.71094,24087.13477,97877.44531,31834.27344,76566.5625,75134.89063,57658.23828,61703.55859,96331.03906,72091.125,103281.6953,51809.87109,48458.65625,92784.52344,67562.875,94204.74219,109928.4609,132817,113180.5078,108637.3203,66327.20313,48266.09375,42028.78516,215866.0625,153773.6406,51829.03906,139666.5781,140214.125,70289.82813,92670.17188,106724.2813,67046.44531,47115.46094,159860.9844,104842.9922,70151.78906,57989.05078,60476.98828,79982.49219,48743.77344,98727.44531,53206.04688,97988.24219,67341.89844,39120.08203,55814.75781,53989.49219,26883.57031,91953.03125,32273.43359,35765.0625,59826.05078
